[2026-04-02T09:36:38.416Z] GET https://fastly.picsum.photos/id/800/400/400.jpg?hmac=PWaSsJDkkyf4X86EcFWyc0ip6UADHEOOanJZbIba0qU → 200 (254ms, 28793B)
[2026-04-02T09:36:38.419Z] GET https://fastly.picsum.photos/id/271/400/400.jpg?hmac=z2xJ0D1dAe6e6Wo8NTiJz98Epu7ded2qcatD33MO4cc → 200 (240ms, 22677B)
[2026-04-02T09:36:38.420Z] GET https://fastly.picsum.photos/id/310/400/400.jpg?hmac=Yo65AyEeuOpZdqwE8TxB7SKqe0Bwp52llpGmyDGyMoY → 200 (256ms, 10021B)
[2026-04-02T09:36:38.420Z] GET https://fastly.picsum.photos/id/658/400/400.jpg?hmac=mo1ioi7RJtmA8U7UCDNYXsibPrMbHXvcnGQe23Hqgl4 → 200 (245ms, 25728B)
[2026-04-02T09:36:38.421Z] GET https://fastly.picsum.photos/id/185/400/400.jpg?hmac=HJNyjv_l10zAnK1dLLXE019ggcuL36SlVVxJ0X9eR4I → 200 (256ms, 10037B)
[2026-04-02T09:36:38.423Z] GET https://fastly.picsum.photos/id/240/400/400.jpg?hmac=O05BPFlpRS46W6QFo3uZuhjyW3f410y-4wTYA8IfGlI → 200 (249ms, 27099B)
[2026-04-02T09:36:38.423Z] GET https://fastly.picsum.photos/id/716/400/400.jpg?hmac=FHtW6hgXqiA7d3CCItR--dyUia4YXpXuwy-qjm2GoZM → 200 (211ms, 34421B)
[2026-04-02T10:05:21.932Z] GET http://localhost:8765/revenue-infrastruc-43.html → 200 (5ms, 102577B)
[2026-04-02T10:05:21.968Z] POST https://www.google-analytics.com/g/collect?v=2&tid=G-2M6V79H761&gtm=45je63v0v9218448198za200zd9218448198&_p=1775122597869&gcd=13l3l3l3l1l1&npa=0&dma=0&cid=988378010.1775122598&ul=en-us&sr=1280x720&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uamb=0&uam=&uap=macOS&uapv=14.3.1&uaw=0&are=1&frm=0&pscdl=noapi&_eu=AAAAAAQ&_s=2&tag_exp=0~115616986~115938466~115938469~116991817~118328143&sid=1775122598&sct=1&seg=1&dl=http%3A%2F%2Flocalhost%2Frevenue-infrastruc-43.html&dt=Tibexa%20Global%20%7C%20B2B%20%C4%B0hracat%20Altyap%C4%B1s%C4%B1&en=user_engagement&_et=1723677&tfd=1724661 → pending (?ms, ?B)
[2026-04-02T10:05:21.969Z] GET https://fonts.googleapis.com/css2?family=Red+Hat+Display:wght@400;500;600;700&display=swap → 200 (20ms, 3592B)
[2026-04-02T10:05:21.969Z] GET https://cdn.jsdelivr.net/npm/@fontsource/geist-sans@5.0.1/index.min.css → 200 (20ms, 554B)
[2026-04-02T10:05:21.970Z] GET https://cdn.jsdelivr.net/npm/@fontsource/geist-mono@5.0.1/index.min.css → 200 (19ms, 554B)
[2026-04-02T10:05:21.970Z] GET https://code.iconify.design/iconify-icon/1.0.7/iconify-icon.min.js → 200 (1ms, 22003B)
[2026-04-02T10:05:21.971Z] GET https://unpkg.com/lucide@latest → 302 (58ms, ?B)
